Entrez_ID	Gene_Symbol	Description
50814		NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL
5082		phosducin like
5083		paired box 9
50831		taste 2 receptor member 3
50832		taste 2 receptor member 4
50833	Failed_50833	
50834		taste 2 receptor member 1
50835		taste 2 receptor member 9
50836		taste 2 receptor member 8
50837		taste 2 receptor member 7
50838		taste 2 receptor member 13
50839		taste 2 receptor member 10
50840		taste 2 receptor member 14
50846	Failed_50846	
50848		F11 receptor
50852		T cell receptor associated transmembrane adaptor 1
50853		villin like
50854		small nucleolar RNA host gene 32
50855		par-6 family cell polarity regulator alpha
50856		C-type lectin domain family 4 member A
50859		SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3
50861		stathmin 3
50862		ring finger protein 141
50863		neurotrimin
50865		heme binding protein 1
5087		PBX homeobox 1
5089		PBX homeobox 2
509		ATP synthase F1 subunit gamma
5090		PBX homeobox 3
5091		pyruvate carboxylase
5092		pterin-4 alpha-carbinolamine dehydratase 1
5093		poly(rC) binding protein 1
50937		cell adhesion associated, oncogene regulated
5094		poly(rC) binding protein 2
50940		phosphodiesterase 11A
50943	Failed_50943	
50944	Failed_50944	
50945		T-box transcription factor 22
5095		propionyl-CoA carboxylase subunit alpha
5096		propionyl-CoA carboxylase subunit beta
50964	Failed_50964	
5097	Failed_5097	
5098		protocadherin gamma subfamily C, 3
5099		protocadherin 7
50999		transmembrane p24 trafficking protein 5
51	Failed_51	
5100		protocadherin 8
51000		solute carrier family 35 member B3
51001		mitochondrial transcription termination factor 3
51002		TP53RK binding protein
51003		mediator complex subunit 31
51004		coenzyme Q6, monooxygenase
51005		amidohydrolase domain containing 2
51006	Failed_51006	
51008		activating signal cointegrator 1 complex subunit 1
51009		derlin 2
5101	Failed_5101	
51010		exosome component 3
51011		fumarylacetoacetate hydrolase domain containing 2A
51012		PRELI domain containing 3B
51013		exosome component 1
51014	Failed_51014	
51015		isochorismatase domain containing 1
51016		ER membrane protein complex subunit 9
51018		ribosomal RNA processing 15 homolog
51019		WASH complex subunit 3
51020		HD domain containing 2
51021		mitochondrial ribosomal protein S16
51022		glutaredoxin 2
51023		mitochondrial ribosomal protein S18C
51024		fission, mitochondrial 1
51025		presequence translocase associated motor 16
51026		golgi transport 1B
51027	Failed_51027	
51028		vacuolar protein sorting 36 homolog
51029		desumoylating isopeptidase 2
51030		trans-golgi network vesicle protein 23 homolog B
51031		glyoxalase domain containing 4
51032	Failed_51032	
51035		UBX domain protein 1
5104		serpin family A member 5
51042		zinc finger protein 593
51043	Failed_51043	
51046		ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
5105	Failed_5105	
51052		prolactin releasing hormone
51053		geminin DNA replication inhibitor
51056	Failed_51056	
51058		zinc finger protein 691
51059		family with sequence similarity 135 member B
5106		phosphoenolpyruvate carboxykinase 2, mitochondrial
51060		thioredoxin domain containing 12
51061		thioredoxin domain containing 11
51062		atlastin GTPase 1
51065	Failed_51065	
51066	Failed_51066	
51067		tyrosyl-tRNA synthetase 2
51068		NMD3 ribosome export adaptor
51069		mitochondrial ribosomal protein L2
51070		nitric oxide synthase interacting protein
51071		deoxyribose-phosphate aldolase
51072		mediator of cell motility 1
51073		mitochondrial ribosomal protein L4
51074		APAF1 interacting protein
51075		thioredoxin related transmembrane protein 2
51076		cutC copper transporter
51077		FCF1 rRNA-processing protein
51078		THAP domain containing 4
51079		NADH:ubiquinone oxidoreductase subunit A13
5108		pericentriolar material 1
51081	Failed_51081	
51082		RNA polymerase I and III subunit D
51083	Failed_51083	
51084		crystallin lambda 1
51085		MLX interacting protein like
51086		TNNI3 interacting kinase
51087		Y-box binding protein 2
51088		kelch like family member 5
51090		plasmolipin
51091		Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
51092		SID1 transmembrane family member 2
51094		adiponectin receptor 1
51095		tRNA nucleotidyl transferase 1
51096		UTP18 small subunit processome component
51097		saccharopine dehydrogenase (putative)
51098	Failed_51098	
51099		abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
5110		protein-L-isoaspartate (D-aspartate) O-methyltransferase
51100		SH3 domain containing GRB2 like, endophilin B1
51101		zinc finger C2HC-type containing 1A
51102		mitochondrial trans-2-enoyl-CoA reductase
51103		NADH:ubiquinone oxidoreductase complex assembly factor 1
51104		abhydrolase domain containing 17B, depalmitoylase
51105		PHD finger protein 20 like 1
51106		transcription factor B1, mitochondrial
51107		aph-1 homolog A, gamma-secretase subunit
51108		methyltransferase 9, His-X-His N1(pi)-histidine
51109		retinol dehydrogenase 11
5111		proliferating cell nuclear antigen
51110		lactamase beta 2
51111		lysine methyltransferase 5B
51112		trafficking protein particle complex subunit 12
51114		zDHHC palmitoyltransferase 9
51115		regulator of microtubule dynamics 1
51116		mitochondrial ribosomal protein S2
51117		coenzyme Q4
51118		UTP11 small subunit processome component
51119	Failed_51119	
51121	Failed_51121	
51122		COMM domain containing 2
51123		zinc finger protein 706
51124		immediate early response 3 interacting protein 1
51125		golgin A7
51126		N-alpha-acetyltransferase 20, NatB catalytic subunit
51127		tripartite motif containing 17
51128		secretion associated Ras related GTPase 1B
51129		angiopoietin like 4
51130		ankyrin repeat and SOCS box containing 3
51131	Failed_51131	
51132		ring finger protein, LIM domain interacting
51133	Failed_51133	
51134		centrosomal protein 83
51135		interleukin 1 receptor associated kinase 4
51136		ring finger protein, transmembrane 1
51138		COP9 signalosome subunit 4
51141		insulin induced gene 2
51142		coiled-coil-helix-coiled-coil-helix domain containing 2
51143		dynein cytoplasmic 1 light intermediate chain 1
51144		hydroxysteroid 17-beta dehydrogenase 12
51146		alpha-1,4-N-acetylglucosaminyltransferase
51147		inhibitor of growth family member 4
51148		cerebral endothelial cell adhesion molecule
51149		MRN complex interacting protein
51150		stromal cell derived factor 4
51151		solute carrier family 45 member 2
51154		MRT4 homolog, ribosome maturation factor
51155		Jupiter microtubule associated homolog 1
51156		serpin family A member 10
51157		zinc finger protein 580
5116		pericentrin
51160	Failed_51160	
51162		EGF like domain multiple 7
51163		debranching RNA lariats 1
51164		dynactin subunit 4
51166		aminoadipate aminotransferase
51167		cytochrome b5 reductase 4
51168		myosin XVA
51170		hydroxysteroid 17-beta dehydrogenase 11
51171		hydroxysteroid 17-beta dehydrogenase 14
51172		N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
51174		tubulin delta 1
51175	Failed_51175	
51176	Failed_51176	
51177		pleckstrin homology domain containing O1
51179		hydroxyacid oxidase 2
5118		procollagen C-endopeptidase enhancer
51181		dicarbonyl and L-xylulose reductase
51182		heat shock protein family A (Hsp70) member 14
51184		GPN-loop GTPase 3
51185		cereblon
51186		transcription elongation factor A like 9
51187		ribosomal L24 domain containing 1
51188	Failed_51188	
5119		charged multivesicular body protein 1A
51191		HECT and RLD domain containing E3 ubiquitin protein ligase 5
51193		zinc finger protein 639
51194		importin 11
51195		Rap guanine nucleotide exchange factor like 1
51196		phospholipase C epsilon 1
51199		ninein
51200		carboxypeptidase A4
51201		zDHHC palmitoyltransferase 2
51202		DEAD-box helicase 47
51203		nucleolar and spindle associated protein 1
51204		translational activator of cytochrome c oxidase I
51205		acid phosphatase 6, lysophosphatidic
51206		glycoprotein VI platelet
51207		dual specificity phosphatase 13B
51208		claudin 18
51209	Failed_51209	
5121	Failed_5121	
51213		leucine zipper protein 4
51218		glutaredoxin 5
5122		proprotein convertase subtilisin/kexin type 1
51222		zinc finger protein 219
51224		elongin A2
51225		ABI family member 3
51226		COPI coat complex subunit zeta 2
51227		phosphatidylinositol glycan anchor biosynthesis class P
51228		glycolipid transfer protein
51230		PHD finger protein 20
51231		VRK serine/threonine kinase 3
51232		cysteine rich transmembrane BMP regulator 1
51233		aspartate rich 1
51234		ER membrane protein complex subunit 4
51236	Failed_51236	
51237		marginal zone B and B1 cell specific protein
51239		ankyrin repeat domain 39
51241		cytochrome c oxidase assembly factor COX16
51244		coiled-coil domain containing 174
51246		shisa family member 5
51247		poly(A) binding protein interacting protein 2
51248		PDZ domain containing 11
5125		proprotein convertase subtilisin/kexin type 5
51250		mitochondrial transcription rescue factor 1
51251		5'-nucleotidase, cytosolic IIIA
51252		family with sequence similarity 178 member B
51253		mitochondrial ribosomal protein L37
51255		ring finger protein 181
51256		TBC1 domain family member 7
51257	Failed_51257	
51258		mitochondrial ribosomal protein L51
51259		transmembrane protein 216
5126		proprotein convertase subtilisin/kexin type 2
51260		polysaccharide biosynthesis domain containing 1
51263		mitochondrial ribosomal protein L30
51264		mitochondrial ribosomal protein L27
51265		cyclin dependent kinase like 3
51266		C-type lectin domain family 1 member B
51268	Failed_51268	
5127		cyclin dependent kinase 16
51270		transcription factor Dp family member 3
51271		ubiquitin associated protein 1
51272		Bet1 golgi vesicular membrane trafficking protein like
51274		KLF transcription factor 3
51277	Failed_51277	
51278		immediate early response 5
51279		complement C1r subcomponent like
5128		cyclin dependent kinase 17
51280		golgi membrane protein 1
51281		ankyrin repeat and MYND domain containing 1
51282		SCAN domain containing 1
51283		bifunctional apoptosis regulator
51284		toll like receptor 7
51285		RAS like family 12
51286		cell cycle exit and neuronal differentiation 1
51287		cytochrome c oxidase assembly factor 4 homolog
51289		relaxin family peptide receptor 3
5129		cyclin dependent kinase 18
51290		ERGIC and golgi 2
51291		GEM interacting protein
51292		guanosine monophosphate reductase 2
51293		CD320 molecule
51294		protocadherin 12
51295		ECSIT signaling integrator
51296		solute carrier family 15 member 3
51297	Failed_51297	
51298		sperm microtubule associated protein 2
51299		neuritin 1
513		ATP synthase F1 subunit delta
5130		phosphate cytidylyltransferase 1A, choline
51300		translocase of inner mitochondrial membrane domain containing 1
51301		glucosaminyl (N-acetyl) transferase 4
51302		cytochrome P450 family 39 subfamily A member 1
51303		FKBP prolyl isomerase 11
51304	Failed_51304	
51305	Failed_51305	
51306		family with sequence similarity 13 member B
51307		family with sequence similarity 53 member C
51308		receptor accessory protein 2
51309		armadillo repeat containing X-linked 1
51310		solute carrier family 22 member 17
51311		toll like receptor 8
51312		solute carrier family 25 member 37
51314		NME/NM23 family member 8
51315		lysine rich coiled-coil 1
51316		placenta associated 8
51317		PHD finger protein 21A
51318		mitochondrial ribosomal protein L35
51319		arginine and serine rich coiled-coil 1
5132		phosducin
51320		mex-3 RNA binding family member C
51321		archaelysin family metallopeptidase 2
51322		WW domain containing adaptor with coiled-coil
51324	Failed_51324	
51326		ARF like GTPase 17A
51327		alpha hemoglobin stabilizing protein
51329		ARF like GTPase 6 interacting protein 4
5133		programmed cell death 1
51330		TNF receptor superfamily member 12A
51333		zinc finger protein 771
51334		proline rich 16
51335		neugrin, neurite outgrowth associated
51337		thioesterase superfamily member 6
51338		membrane spanning 4-domains A4A
51339		dishevelled binding antagonist of beta catenin 1
5134		programmed cell death 2
51340		crooked neck pre-mRNA splicing factor 1
51341		zinc finger and BTB domain containing 7A
51343		fizzy and cell division cycle 20 related 1
51347		TAO kinase 3
51350		keratin 76
51351		zinc finger protein 117
5136		phosphodiesterase 1A
51360		membrane bound transcription factor peptidase, site 2
51361	Failed_51361	
51362		cell division cycle 40
51363		carbohydrate sulfotransferase 15
51364		zinc finger MYND-type containing 10
51365	Failed_51365	
51366		ubiquitin protein ligase E3 component n-recognin 5
51367		POP5 homolog, ribonuclease P/MRP subunit
51368	Failed_51368	
5137		phosphodiesterase 1C
51371		proteasome maturation protein
51372		translation machinery associated 7 homolog
51373		mitochondrial ribosomal protein S17
51374		all-trans retinoic acid induced differentiation factor
51375		sorting nexin 7
51377		ubiquitin C-terminal hydrolase L5
51378		angiopoietin 4
51379		cytokine receptor like factor 3
5138	Failed_5138	
51380		cysteine sulfinic acid decarboxylase
51382		ATPase H+ transporting V1 subunit D
51384		Wnt family member 16
51385		zinc finger protein 589
51386		eukaryotic translation initiation factor 3 subunit L
51388		nucleolar pre-rRNA processing protein NIP7
51389		RWD domain containing 1
5139		phosphodiesterase 3A
51390		androgen induced 1
51393		transient receptor potential cation channel subfamily V member 2
51397		COMM domain containing 10
51398		WD repeat domain 83 opposite strand
51399		trafficking protein particle complex subunit 4
514		ATP synthase F1 subunit epsilon
5140		phosphodiesterase 3B
51400		protein phosphatase methylesterase 1
51406		nucleolar protein 7
51409		HemK methyltransferase 1, mitochondrial release factors N(5)-glutamine
5141		phosphodiesterase 4A
51411	Failed_51411	
51412	Failed_51412	
5142		phosphodiesterase 4B
51421		angiomotin like 2
51422		protein kinase AMP-activated non-catalytic subunit gamma 2
51426		DNA polymerase kappa
51427		zinc finger protein 107
51428	Failed_51428	
51429		sorting nexin 9
5143		phosphodiesterase 4C
51430		SUN domain containing ossification factor
51433		anaphase promoting complex subunit 5
51434		anaphase promoting complex subunit 7
51435		scavenger receptor class A member 3
51438		MAGE family member C2
51439		family with sequence similarity 8 member A1
5144		phosphodiesterase 4D
51440		hippocalcin like 4
51441		YTH N6-methyladenosine RNA binding protein F2
51442		vestigial like family member 1
51444		ring finger protein 138
51447	Failed_51447	
51449		prenylcysteine oxidase 1
5145		phosphodiesterase 6A
51450		paired related homeobox 2
51451	Failed_51451	
51454		GULP PTB domain containing engulfment adaptor 1
51455		REV1 DNA directed polymerase
51458		Rh family C glycoprotein
5146		phosphodiesterase 6C
51460		Scm like with four mbt domains 1
51465		ubiquitin conjugating enzyme E2 J1
51466		Enah/Vasp-like
5147		phosphodiesterase 6D
51473		doublecortin domain containing 2
51474		LIM domain and actin binding 1
51475		calcium binding protein 2
51477		inositol-3-phosphate synthase 1
51478		hydroxysteroid 17-beta dehydrogenase 7
51479		ankyrin repeat and FYVE domain containing 1
5148		phosphodiesterase 6G
51481		variable charge X-linked 3A
5149		phosphodiesterase 6H
51490		SPOUT domain containing methyltransferase 1
51491		NOP16 nucleolar protein
51493		RNA 2',3'-cyclic phosphate and 5'-OH ligase
51495		3-hydroxyacyl-CoA dehydratase 3
51496	Failed_51496	
51497		negative elongation factor complex member C/D
51499		TP53 regulated inhibitor of apoptosis 1
